Nr;Gemeinde;Wohnort;  Männer  ;  Frauen  ; Deutsche ;Ausländer;u. 20 J.;20 - u 25 J.;55 J. u älter;Arbeitsort;"Wohnort
gleich
Arbeitsort";Einpendler;Auspendler;"Zahl 
der 
Betriebe";;;
10043117;Spiesen-Elversberg;5,176;2,803;2,373;4,878;298;98;373;1,178;3,388;695;2,691;4,481;222;;;
;;;;;;;;;;;;;;;;;
10043;Neunkirchen;50,227;27,177;23,050;46,273;3,934;1,010;3,936;11,589;39,854;20,891;18,943;29,334;2,880;;;
;;;;;;;;;;;;;;;;;
10044111;Dillingen/ Saar, Stadt;7,624;4,421;3,203;6,359;1,263;141;684;1,754;14,846;2,471;12,366;5,153;611;;;
10044112;Lebach, Stadt;6,697;3,732;2,965;6,249;445;141;510;1,506;4,793;1,345;3,446;5,352;433;;;
10044113;Nalbach;3,637;2,016;1,621;3,387;249;72;295;867;931;266;665;3,371;141;;;
10044114;Rehlingen-Siersburg;5,513;3,035;2,478;5,167;343;130;447;1,361;2,151;755;1,395;4,758;276;;;
10044115;Saarlouis, Kreisstadt;13,181;7,141;6,040;11,493;1,678;236;1,139;3,095;29,009;5,507;23,480;7,674;1,321;;;
10044116;Saarwellingen;5,184;2,767;2,417;4,829;355;86;411;1,164;5,074;761;4,311;4,423;343;;;
10044117;Schmelz;6,341;3,611;2,730;5,678;662;127;511;1,408;3,389;1,373;2,015;4,968;307;;;
10044118;Schwalbach;6,526;3,476;3,050;6,137;388;139;523;1,430;2,086;650;1,436;5,875;320;;;
10044119;Überherrn;4,486;2,375;2,111;4,202;283;87;346;1,124;3,945;864;3,078;3,622;268;;;
10044120;Wadgassen;6,891;3,729;3,162;6,356;534;155;558;1,578;2,108;746;1,361;6,145;313;;;
10044121;Wallerfangen;3,477;1,906;1,571;3,228;249;80;255;868;1,184;271;913;3,206;143;;;
10044122;Bous;2,609;1,457;1,152;2,306;303;42;236;549;1,900;331;1,568;2,276;173;;;
10044123;Ensdorf;2,404;1,314;1,090;2,103;301;49;214;532;1,576;194;1,379;2,210;148;;;
;;;;;;;;;;;;;;;;;
10044;Saarlouis;74,570;40,980;33,590;67,494;7,053;1,485;6,129;17,236;72,992;44,933;28,014;29,634;4,797;;;
;;;;;;;;;;;;;;;;;
10045111;Bexbach, Stadt;7,019;3,732;3,287;6,608;410;127;456;1,646;4,371;1,137;3,230;5,882;399;;;
10045112;Blieskastel, Stadt;8,088;4,329;3,759;7,741;347;165;554;1,971;5,770;1,640;4,128;6,448;465;;;
10045113;Gersheim;2,443;1,298;1,145;2,371;72;51;169;650;1,036;431;605;2,012;119;;;
10045114;Homburg, Kreisstadt;15,734;8,627;7,107;13,382;2,346;288;1,194;3,574;32,002;8,356;23,633;7,378;1,143;;;
10045115;Kirkel;3,921;2,093;1,828;3,727;194;52;232;946;3,525;522;3,001;3,399;295;;;
10045116;Mandelbachtal;4,157;2,212;1,945;4,026;130;88;297;1,091;1,159;414;743;3,742;194;;;
10045117;St. Ingbert, Stadt;13,684;7,314;6,370;12,496;1,183;248;1,013;3,332;18,507;4,958;13,540;8,726;1,066;;;
;;;;;;;;;;;;;;;;;
10045;Saarpfalz-Kreis;55,046;29,605;25,441;50,351;4,682;1,019;3,915;13,210;66,370;30,466;35,872;24,579;3,681;;;
;;;;;;;;;;;;;;;;;
10046111;Freisen;3,051;1,634;1,417;2,974;77;53;218;728;1,926;648;1,278;2,403;140;;;
10046112;Marpingen;3,885;2,094;1,791;3,743;142;56;278;980;990;456;533;3,429;154;;;
10046113;Namborn;2,887;1,552;1,335;2,787;100;60;182;748;470;170;300;2,717;81;;;
10046114;Nohfelden;3,901;2,080;1,821;3,699;201;74;302;949;2,374;725;1,649;3,176;151;;;
10046115;Nonnweiler;3,327;1,832;1,495;3,192;134;57;252;840;3,958;1,021;2,936;2,306;188;;;
10046116;Oberthal;2,222;1,122;1,100;2,128;93;34;150;569;721;203;518;2,019;89;;;
10046117;St. Wendel, Kreisstadt;9,951;5,284;4,667;9,368;579;159;723;2,391;14,431;4,397;10,026;5,554;796;;;
10046118;Tholey;4,622;2,491;2,131;4,427;195;79;331;1,110;2,460;828;1,631;3,794;253;;;
;;;;;;;;;;;;;;;;;
10046;St. Wendel;33,846;18,089;15,757;32,318;1,521;572;2,436;8,315;27,330;17,199;10,120;16,647;1,852;;;
;;;;;;;;;;;;;;;;;
10;Saarland;368,322;199,110;169,212;333,256;34,947;7,173;29,101;84,631;391,368;333,792;57,365;34,516;24,785;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
11000000;Berlin, Stadt;1,380,329;707,492;672,837;1,143,834;233,259;18,205;87,696;250,993;1,527,912;1,193,084;333,859;187,147;99,734;;;
;;;;;;;;;;;;;;;;;
11;Berlin;1,380,329;707,492;672,837;1,143,834;233,259;18,205;87,696;250,993;1,527,912;1,193,084;333,859;187,147;99,734;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
12051000;Brandenburg an der Havel, St.;27,528;14,341;13,187;26,405;1,117;493;1,612;6,581;29,679;17,667;11,988;9,860;1,776;;;
;;;;;;;;;;;;;;;;;
12052000;Cottbus, Stadt;37,295;19,073;18,222;35,220;2,035;580;2,181;9,236;46,162;24,117;22,027;13,174;2,842;;;
;;;;;;;;;;;;;;;;;
12053000;Frankfurt (Oder), Stadt;21,376;10,806;10,570;19,702;1,665;306;1,241;5,743;28,703;14,522;14,167;6,854;1,655;;;
;;;;;;;;;;;;;;;;;
12054000;Potsdam, Stadt;72,042;36,037;36,005;66,842;5,137;891;4,058;13,848;86,168;36,484;49,621;35,557;4,837;;;
;;;;;;;;;;;;;;;;;
12060005;Ahrensfelde;6,116;2,957;3,159;6,000;113;96;233;1,946;5,170;487;4,680;5,629;492;;;
12060012;Althüttendorf;259;141;118;246;12;*;9;80;144;27;117;232;18;;;
12060020;Bernau bei Berlin, Stadt;16,691;8,253;8,438;15,971;711;273;812;3,842;11,119;4,169;6,946;12,522;966;;;
12060024;Biesenthal, Stadt;2,442;1,231;1,211;2,356;86;37;103;671;1,821;484;1,337;1,958;146;;;
12060034;Breydin;327;164;163;324;3;8;10;99;70;18;52;309;15;;;
12060036;Britz;913;466;447;865;48;11;53;244;896;119;758;794;52;;;
12060045;Chorin;951;466;485;906;45;15;24;264;313;71;242;880;45;;;
12060052;Eberswalde, Stadt;14,786;7,629;7,157;14,051;729;314;967;3,361;16,638;7,906;8,725;6,880;1,013;;;
12060068;Friedrichswalde;317;161;156;311;6;4;15;92;50;28;22;289;21;;;
12060092;Hohenfinow;204;99;105;*;*;*;9;52;*;*;*;*;*;;;
12060100;Joachimsthal, Stadt;1,238;625;613;1,202;36;26;57;320;687;258;429;980;91;;;
12060128;Liepe;276;148;128;*;*;5;9;78;81;21;60;255;14;;;
12060149;Lunow-Stolzenhagen;441;236;205;431;8;17;15;109;122;65;57;376;26;;;
12060154;Marienwerder;666;337;329;649;16;17;20;175;341;51;289;615;51;;;
12060161;Melchow;388;192;196;*;*;8;12;98;112;13;99;375;12;;;
12060172;Niederfinow;257;131;126;*;*;7;12;72;112;18;94;239;19;;;
12060176;Oderberg, Stadt;705;385;320;690;15;16;37;203;203;82;121;623;43;;;
12060181;Panketal;8,544;4,137;4,407;8,380;159;117;297;2,459;2,580;595;1,982;7,949;405;;;
12060185;Parsteinsee;206;119;87;188;18;4;11;60;75;26;49;180;16;;;
12060192;Rüdnitz;859;431;428;847;12;15;34;232;230;38;191;821;29;;;
12060198;Schorfheide;4,090;2,087;2,003;4,018;72;56;157;1,151;2,492;698;1,790;3,392;279;;;
12060250;Sydower Fließ;422;209;213;414;8;10;15;117;64;17;47;405;16;;;
12060269;Wandlitz;9,145;4,507;4,638;8,795;341;158;408;2,404;4,282;1,592;2,689;7,553;607;;;
12060280;Werneuchen, Stadt;3,958;2,009;1,949;3,888;67;85;177;992;2,737;668;2,063;3,290;235;;;
12060296;Ziethen;187;93;94;181;6;4;8;42;*;12;*;175;*;;;
;;;;;;;;;;;;;;;;;
12060;Barnim;74,388;37,213;37,175;71,831;2,518;1,306;3,504;19,163;50,446;33,042;17,354;41,346;4,624;;;
;;;;;;;;;;;;;;;;;
12061005;Alt Zauche-Wußwerk;219;108;111;*;*;4;6;82;66;13;53;206;14;;;
12061017;Bersteland;400;210;190;391;9;10;25;92;627;61;566;339;34;;;
12061020;Bestensee;3,323;1,690;1,633;3,115;206;51;156;788;1,470;435;1,034;2,887;160;;;
12061061;Byhleguhre-Byhlen;302;158;144;*;*;6;16;91;142;20;122;282;17;;;
12061097;Drahnsdorf;313;173;140;246;67;9;28;65;*;16;*;297;*;;;
12061112;Eichwalde;2,598;1,306;1,292;2,495;100;36;142;660;684;117;566;2,481;131;;;
12061164;Golßen, Stadt;1,135;606;529;1,062;73;17;73;289;1,252;374;878;761;80;;;
12061192;Groß Köris;910;446;464;891;19;18;39;235;376;100;276;810;66;;;
12061216;Halbe;914;477;437;863;51;17;50;243;631;109;522;805;55;;;
12061217;Heidesee;2,973;1,481;1,492;2,857;116;50;115;907;1,321;445;875;2,528;178;;;
12061219;Heideblick;1,471;785;686;1,453;18;24;60;474;429;196;232;1,275;67;;;
12061224;Jamlitz;207;120;87;*;*;6;7;65;34;12;22;195;8;;;
12061244;Kasel-Golzig;513;298;215;288;225;24;47;89;347;220;126;293;18;;;
12061260;Königs Wusterhausen, Stadt;14,988;7,654;7,334;14,010;971;253;751;3,645;9,576;2,995;6,579;11,993;891;;;
12061265;Krausnick-Groß Wasserburg;263;138;125;259;4;*;6;82;732;37;695;226;20;;;
12061308;Lieberose, Stadt;530;273;257;526;3;11;15;176;149;55;94;473;39;;;
12061316;Lübben (Spreewald), Stadt;5,630;2,820;2,810;5,432;194;93;295;1,293;6,381;2,480;3,900;3,147;470;;;
12061320;Luckau, Stadt;3,779;1,964;1,815;3,677;102;63;185;1,052;3,914;1,371;2,542;2,407;337;;;
12061328;Märkisch Buchholz, Stadt;328;174;154;318;10;3;16;97;83;21;62;307;21;;;
12061329;Märkische Heide;1,652;837;815;1,608;44;38;65;522;786;346;440;1,303;93;;;
12061332;Mittenwalde, Stadt;4,059;2,111;1,948;3,913;144;68;172;1,048;4,590;758;3,830;3,301;262;;;
12061344;Münchehofe;199;100;99;*;*;*;7;65;155;17;138;182;10;;;
12061352;Neu Zauche;444;239;205;441;3;10;13;128;167;37;130;405;21;;;
12061405;Rietzneuendorf-Staakow;259;134;125;255;4;6;10;72;*;5;*;254;*;;;
12061428;Schlepzig;237;108;129;231;5;*;7;61;226;44;182;193;24;;;
12061433;Schönefeld;6,865;3,485;3,380;6,280;572;135;459;1,385;17,187;767;16,415;6,097;715;;;
12061435;Schönwald;503;262;241;493;10;17;24;137;203;51;152;452;29;;;
12061444;Schulzendorf;3,286;1,623;1,663;3,216;69;60;125;837;722;146;576;3,140;116;;;
12061448;Schwerin;322;148;174;310;12;8;17;91;68;18;50;304;26;;;
12061450;Schwielochsee;536;277;259;531;5;13;22;166;245;96;149;440;60;;;
12061470;Spreewaldheide;202;113;89;*;*;3;9;76;*;*;*;*;*;;;
12061471;Steinreich;513;367;146;187;326;24;41;73;*;331;*;182;*;;;
12061476;Straupitz;358;176;182;355;3;9;15;106;250;48;202;310;35;;;
12061492;Teupitz, Stadt;739;402;337;719;19;16;37;194;954;150;804;589;69;;;
12061510;Unterspreewald;313;167;146;292;21;9;14;88;193;50;143;263;31;;;
12061540;Wildau, Stadt;4,332;2,241;2,091;4,056;275;71;378;926;6,506;805;5,697;3,526;459;;;
12061572;Zeuthen;4,379;2,128;2,251;4,194;180;78;169;1,108;1,829;366;1,463;4,012;224;;;
;;;;;;;;;;;;;;;;;
12061;Dahme-Spreewald;69,994;35,799;34,195;66,084;3,868;1,265;3,616;17,508;62,848;31,687;31,140;38,291;4,806;;;
;;;;;;;;;;;;;;;;;
12062024;Bad Liebenwerda, Stadt;3,689;1,939;1,750;3,643;46;85;140;990;2,862;1,239;1,596;2,450;325;;;
12062088;Crinitz;445;220;225;445;;*;22;129;167;73;94;372;38;;;
12062092;Doberlug-Kirchhain, Stadt;3,202;1,686;1,516;3,170;32;69;146;876;2,701;997;1,702;2,205;222;;;
12062124;Elsterwerda, Stadt;3,057;1,650;1,407;2,969;85;72;167;765;3,790;1,151;2,630;1,906;329;;;
12062128;Falkenberg/Elster, Stadt;2,426;1,315;1,111;2,381;44;46;100;698;1,550;676;856;1,750;170;;;
12062134;Fichtwald;240;133;107;236;4;7;13;67;98;31;67;209;14;;;
12062140;Finsterwalde, Stadt;5,685;2,938;2,747;5,518;166;129;294;1,447;5,665;2,451;3,208;3,234;475;;;
12062177;Gorden-Staupitz;352;197;155;352;;9;10;111;30;14;16;338;10;;;
12062196;Gröden;586;310;276;579;7;15;24;173;286;71;214;515;37;;;
12062208;Großthiemig;450;247;203;445;5;5;22;110;237;47;190;403;17;;;
12062219;Heideland;214;108;106;214;;9;5;64;89;23;66;191;12;;;
12062224;Herzberg (Elster), Stadt;3,424;1,744;1,680;3,329;95;76;174;982;6,326;1,789;4,511;1,635;327;;;
12062232;Hirschfeld;540;289;251;*;*;13;21;133;225;85;139;455;35;;;
12062237;Hohenbucko;239;124;115;236;3;6;8;61;104;28;75;211;20;;;
12062240;Hohenleipisch;798;450;348;771;26;15;35;215;173;65;107;732;33;;;
12062282;Kremitzaue;343;181;162;343;;8;22;95;65;15;50;328;12;;;
12062289;Lebusa;337;193;144;323;14;9;18;85;161;63;98;274;16;;;
12062293;Lichterfeld-Schacksdorf;418;238;180;407;11;9;17;107;209;50;159;368;28;;;
12062333;Massen-Niederlausitz;812;427;385;802;10;26;30;235;1,975;141;1,834;671;101;;;
12062336;Merzdorf;341;175;166;341;;8;12;101;72;15;57;326;14;;;
12062341;Mühlberg/Elbe, Stadt;1,277;692;585;1,273;4;27;64;371;697;370;289;907;91;;;
12062372;Plessa;1,103;620;483;1,100;3;30;39;326;386;126;260;977;51;;;
12062410;Röderland;1,667;888;779;1,659;8;28;78;511;850;252;598;1,415;86;;;
12062417;Rückersdorf;546;311;235;543;3;9;19;156;291;76;215;470;33;;;
12062425;Sallgast;605;342;263;601;4;15;25;157;116;33;83;572;25;;;
12062440;Schilda;202;116;86;198;4;5;8;70;14;5;9;197;6;;;
12062445;Schlieben, Stadt;934;499;435;923;11;22;41;275;507;198;309;736;70;;;
12062453;Schönborn;641;352;289;597;44;5;24;175;192;65;127;576;26;;;
12062461;Schönewalde, Stadt;1,203;627;576;1,186;17;23;47;388;620;277;336;926;85;;;
12062464;Schraden;209;114;95;*;*;4;5;61;114;10;104;199;15;;;
12062469;Sonnewalde, Stadt;1,391;742;649;1,376;15;45;60;346;872;311;560;1,080;81;;;
12062492;Tröbitz;275;153;122;260;15;*;12;85;309;64;243;211;15;;;
12062500;Uebigau-Wahrenbrück, Stadt;2,222;1,208;1,014;2,206;16;54;84;634;1,646;659;965;1,563;124;;;
;;;;;;;;;;;;;;;;;
12062;Elbe-Elster;39,873;21,228;18,645;39,172;695;888;1,786;10,999;33,399;26,529;6,708;13,343;2,943;;;
;;;;;;;;;;;;;;;;;
12063036;Brieselang;5,308;2,651;2,657;5,210;95;108;286;1,300;3,752;661;3,087;4,647;216;;;
12063056;Dallgow-Döberitz;4,056;1,973;2,083;3,925;128;81;208;908;2,113;289;1,822;3,767;224;;;
12063080;Falkensee, Stadt;17,217;8,561;8,656;16,401;805;339;1,043;4,144;8,087;2,804;5,278;14,412;945;;;
12063088;Friesack, Stadt;947;504;443;911;34;26;63;228;629;198;427;749;72;;;
12063094;Gollenberg;159;80;79;159;;*;7;55;54;20;34;139;10;;;
12063112;Großderschau;183;101;82;*;*;4;9;58;63;24;39;159;12;;;
12063134;Havelaue;335;173;162;335;;11;13;94;156;67;89;268;25;;;
12063142;Wiesenaue;330;171;159;*;*;*;12;96;46;15;31;315;12;;;
12063148;Ketzin/Havel, Stadt;2,833;1,448;1,385;2,718;111;52;131;768;1,812;640;1,171;2,193;174;;;
12063161;Kleßen-Görne;144;81;63;*;*;3;7;48;*;15;*;129;*;;;
12063165;Kotzen;257;136;121;*;*;6;11;68;*;4;*;253;*;;;
12063186;Märkisch Luch;521;277;244;508;13;11;23;114;111;41;70;480;26;;;
12063189;Milower Land;1,709;888;821;1,688;21;31;54;474;541;196;345;1,513;85;;;
12063202;Mühlenberge;284;158;126;281;3;3;15;90;72;33;39;251;16;;;
12063208;Nauen, Stadt;8,156;4,332;3,824;7,445;711;142;469;1,828;8,821;2,745;6,064;5,411;505;;;
12063212;Nennhausen;747;388;359;740;6;22;41;196;359;106;253;641;59;;;
12063228;Paulinenaue;563;296;267;538;25;8;26;136;108;31;77;532;19;;;
12063240;Pessin;294;157;137;284;10;3;17;63;78;28;50;266;18;;;
12063244;Premnitz, Stadt;2,985;1,586;1,399;2,924;59;65;145;878;1,999;884;1,115;2,101;180;;;
12063252;Rathenow, Stadt;8,967;4,684;4,283;8,598;364;195;525;2,239;8,719;4,451;4,257;4,516;682;;;
12063256;Retzow;226;105;121;221;5;6;9;61;110;18;92;208;17;;;
12063260;Rhinow, Stadt;597;315;282;586;11;9;25;158;434;139;295;458;57;;;
12063273;Schönwalde-Glien;4,017;2,029;1,988;3,812;201;84;199;1,052;1,824;443;1,376;3,574;225;;;
12063274;Seeblick;372;199;173;*;*;7;12;103;131;16;115;356;19;;;
12063293;Stechow-Ferchesar;368;174;194;*;*;5;15;107;167;26;140;342;29;;;
12063357;Wustermark;4,428;2,227;2,201;4,285;140;95;259;922;4,854;673;4,176;3,755;239;;;
;;;;;;;;;;;;;;;;;
12063;Havelland;66,003;33,694;32,309;63,212;2,752;1,319;3,624;16,188;45,078;30,123;14,905;35,879;3,879;;;
;;;;;;;;;;;;;;;;;
12064009;Alt Tucheband;292;157;135;289;3;*;12;70;72;11;61;281;14;;;
12064029;Altlandsberg, Stadt;4,060;1,966;2,094;3,963;97;78;153;1,142;2,338;440;1,898;3,620;256;;;
12064044;Bad Freienwalde (Oder), Stadt;4,349;2,230;2,119;4,239;107;91;223;1,220;3,604;1,754;1,849;2,595;368;;;
12064053;Beiersdorf-Freudenberg;242;116;126;236;6;4;13;57;28;13;15;229;12;;;
12064057;Bleyen-Genschmar;153;87;66;148;5;*;11;48;9;6;3;147;6;;;
12064061;Bliesdorf;376;209;167;330;45;11;28;75;79;13;66;363;20;;;
12064084;Buckow (Märkische Schweiz),St.;517;261;256;505;12;11;26;151;617;144;473;373;68;;;
12064125;Falkenberg;916;479;437;905;10;14;43;245;253;77;176;839;39;;;
12064128;Falkenhagen (Mark);275;136;139;272;3;*;16;89;73;19;54;256;15;;;
12064130;Fichtenhöhe;213;122;91;209;4;4;13;50;25;8;17;205;7;;;
12064136;Fredersdorf-Vogelsdorf;5,887;2,892;2,995;5,806;78;85;185;1,528;2,949;543;2,406;5,344;326;;;
12064153;Garzau-Garzin;217;128;89;213;4;8;8;61;41;8;33;209;14;;;
12064172;Golzow;300;159;141;296;4;10;12;97;159;35;124;265;21;;;
12064190;Gusow-Platkow;485;276;209;457;28;7;31;143;82;20;62;465;25;;;
12064205;Heckelberg-Brunow;293;148;145;290;3;7;13;75;76;6;70;287;19;;;
12064222;Höhenland;391;195;196;383;8;7;12;101;125;36;89;355;25;;;
12064227;Hoppegarten;7,738;3,784;3,954;7,385;350;119;332;2,272;8,654;718;7,934;7,020;556;;;
12064266;Küstriner Vorland;968;531;437;919;49;27;48;268;365;130;234;838;62;;;
12064268;Lebus, Stadt;1,253;618;635;1,241;12;15;30;394;528;156;371;1,097;85;;;
12064274;Letschin;1,348;718;630;1,321;27;31;58;416;774;344;430;1,004;110;;;
12064288;Lietzen;285;149;136;280;5;5;14;76;93;33;60;252;16;;;
12064290;Lindendorf;555;297;258;546;9;12;25;157;189;58;131;497;27;;;
12064303;Märkische Höhe;233;131;102;*;*;3;13;64;53;23;30;210;13;;;
12064317;Müncheberg, Stadt;2,578;1,351;1,227;2,481;96;69;121;735;1,867;654;1,211;1,924;202;;;
12064336;Neuenhagen bei Berlin;7,623;3,723;3,900;7,514;107;124;265;2,073;4,311;752;3,553;6,871;444;;;
12064340;Neuhardenberg;841;450;391;800;40;20;38;237;496;157;339;684;62;;;
12064349;Neulewin;344;181;163;*;*;8;16;104;104;46;58;298;20;;;
12064365;Neutrebbin;511;255;256;500;11;16;25;147;159;69;90;442;39;;;
12064370;Oberbarnim;682;332;350;*;*;14;29;182;127;36;91;646;29;;;
12064371;Oderaue;643;321;322;639;4;17;20;182;192;72;120;571;46;;;
12064380;Petershagen/Eggersdorf;6,088;2,934;3,154;6,019;65;88;208;1,751;1,566;397;1,169;5,691;291;;;
12064388;Podelzig;363;179;184;356;7;4;13;96;100;26;74;337;22;;;
12064393;Prötzel;396;210;186;386;10;3;14;113;100;32;68;364;16;;;
12064408;Rehfelde;2,076;1,023;1,053;2,056;19;32;72;593;629;137;492;1,939;107;;;
12064417;Reichenow-Möglin;226;112;114;222;4;5;6;73;48;9;39;217;18;;;
12064420;Reitwein;200;93;107;197;3;3;7;46;16;7;9;193;6;;;
12064428;Rüdersdorf bei Berlin;6,550;3,401;3,149;6,251;298;129;383;1,641;6,005;1,620;4,385;4,930;405;;;
12064448;Seelow, Stadt;1,868;933;935;1,796;71;42;102;477;3,123;588;2,535;1,280;210;;;
12064472;Strausberg, Stadt;10,296;5,148;5,148;9,873;418;201;618;2,562;8,983;3,035;5,943;7,261;706;;;
12064480;Treplin;150;67;83;146;4;3;12;41;43;9;34;141;11;;;
12064482;Vierlinden;543;273;270;535;8;8;19;170;348;63;284;480;50;;;
12064484;Waldsieversdorf;336;163;173;330;6;6;20;99;164;26;138;310;16;;;
12064512;Wriezen, Stadt;2,559;1,344;1,215;2,520;39;50;171;647;1,528;545;983;2,014;189;;;
12064538;Zechin;246;133;113;236;10;3;12;74;48;21;27;225;7;;;
12064539;Zeschdorf;488;237;251;479;9;9;9;166;151;32;119;456;21;;;
;;;;;;;;;;;;;;;;;
12064;Märkisch-Oderland;76,953;38,652;38,301;74,823;2,103;1,407;3,499;21,008;51,294;32,063;19,212;44,890;5,021;;;
;;;;;;;;;;;;;;;;;
12065036;Birkenwerder;3,184;1,560;1,624;3,107;77;62;160;766;1,989;303;1,686;2,881;237;;;
12065084;Fürstenberg/Havel, Stadt;2,023;1,065;958;1,984;39;42;92;541;1,192;713;478;1,310;220;;;
12065096;Glienicke/Nordbahn;4,805;2,261;2,544;4,613;192;82;261;1,120;1,221;291;930;4,514;221;;;
12065100;Gransee, Stadt;2,167;1,112;1,055;2,128;39;47;117;584;2,033;646;1,383;1,521;203;;;
12065117;Großwoltersdorf;303;158;145;295;8;9;16;93;154;36;117;267;24;;;
12065136;Hennigsdorf, Stadt;10,733;5,621;5,112;10,011;707;176;646;2,368;11,208;2,707;8,491;8,026;619;;;
12065144;Hohen Neuendorf, Stadt;9,801;4,737;5,064;9,504;290;158;428;2,455;3,533;926;2,605;8,874;552;;;
12065165;Kremmen, Stadt;3,260;1,620;1,640;3,118;142;68;138;908;2,338;932;1,387;2,328;210;;;
12065180;Leegebruch;3,013;1,514;1,499;2,921;92;73;167;746;776;223;552;2,790;105;;;
12065193;Liebenwalde, Stadt;1,627;872;755;1,600;26;30;81;408;718;331;387;1,296;111;;;
12065198;Löwenberger Land;3,458;1,747;1,711;3,411;47;62;139;932;2,108;807;1,297;2,651;228;;;
12065225;Mühlenbecker Land;6,073;2,948;3,125;5,895;176;105;242;1,557;2,654;412;2,238;5,661;300;;;
12065251;Oberkrämer;4,975;2,485;2,490;4,806;168;82;250;1,272;2,420;527;1,883;4,448;247;;;
12065256;Oranienburg, Stadt;18,553;9,424;9,129;17,863;684;326;970;4,430;17,309;6,808;10,481;11,745;1,192;;;
12065276;Schönermark;192;99;93;183;9;8;12;36;66;8;58;184;7;;;
12065301;Sonnenberg;380;197;183;371;9;10;21;105;57;21;36;359;12;;;
12065310;Stechlin;432;209;223;416;16;6;14;138;159;58;101;374;32;;;
12065332;Velten, Stadt;5,411;2,813;2,598;5,151;257;108;315;1,281;5,023;995;4,023;4,416;383;;;
12065356;Zehdenick, Stadt;5,228;2,792;2,436;5,115;112;93;276;1,379;3,042;1,934;1,105;3,294;335;;;
;;;;;;;;;;;;;;;;;
12065;Oberhavel;85,618;43,234;42,384;82,492;3,090;1,547;4,345;21,119;58,000;38,384;19,532;47,233;5,238;;;
;;;;;;;;;;;;;;;;;
12066008;Altdöbern;966;526;440;946;19;20;42;291;353;107;246;859;55;;;
12066041;Bronkow;269;144;125;266;3;6;11;80;212;39;173;230;13;;;
12066052;Calau, Stadt;3,163;1,666;1,497;3,127;34;73;149;885;2,305;944;1,359;2,217;198;;;
12066064;Frauendorf;307;165;142;*;*;8;11;80;129;21;108;286;14;;;
12066104;Großkmehlen;425;213;212;*;*;8;18;121;234;62;172;363;23;;;
12066112;Großräschen, Stadt;3,238;1,774;1,464;3,178;59;84;160;904;2,637;982;1,652;2,256;232;;;
12066116;Grünewald;245;133;112;245;;4;13;69;*;4;*;241;*;;;
12066120;Guteborn;222;113;109;*;*;8;3;69;56;11;45;211;12;;;
12066124;Hermsdorf;404;210;194;*;*;9;21;110;66;22;44;382;12;;;
12066132;Hohenbocka;399;205;194;*;*;11;19;109;153;30;123;369;20;;;
12066168;Kroppen;333;186;147;313;20;9;24;86;42;13;29;320;12;;;
12066176;Lauchhammer, Stadt;5,440;3,020;2,420;5,258;182;116;238;1,507;4,835;2,000;2,832;3,440;336;;;
12066188;Lindenau;328;169;159;328;;10;16;84;95;14;81;314;15;;;
12066196;Lübbenau/Spreewald, Stadt;6,197;3,275;2,922;5,791;405;114;362;1,502;7,002;2,557;4,440;3,636;460;;;
12066202;Luckaitztal;343;185;158;343;;13;14;94;78;27;51;316;14;;;
12066226;Neu-Seeland;247;140;107;246;;7;5;74;*;13;*;234;*;;;
12066228;Neupetershain;464;245;219;*;*;12;25;117;143;39;104;425;27;;;
12066240;Ortrand, Stadt;842;429;413;837;5;17;42;222;920;180;740;662;72;;;
12066272;Ruhland, Stadt;1,544;806;738;1,528;16;22;71;402;747;182;565;1,362;94;;;
12066285;Schipkau;2,727;1,453;1,274;2,694;33;48;113;687;1,203;389;814;2,338;141;;;
12066292;Schwarzbach;318;174;144;311;7;14;10;79;99;25;74;293;11;;;
12066296;Schwarzheide, Stadt;2,354;1,278;1,076;2,315;39;61;136;552;4,781;890;3,890;1,464;196;;;
12066304;Senftenberg, Stadt;8,575;4,583;3,992;8,234;340;161;425;2,152;12,278;3,981;8,285;4,594;670;;;
12066316;Tettau;340;169;171;*;*;6;13;106;83;14;69;326;17;;;
12066320;Vetschau/Spreewald, Stadt;3,109;1,658;1,451;2,946;163;70;152;799;2,562;850;1,712;2,259;212;;;
