,Meldedatum,Bundesland,Geschlecht,Altersgruppe,AnzahlFall,AnzahlTodesfall,TotalAnzahl_BL_G_AG,TotalDeath_BL_G_AG
1384,2020-03-18T00:00:00.000Z,Nordrhein-Westfalen,M,unbekannt,2,0,7,0
23,2020-02-26T00:00:00.000Z,Nordrhein-Westfalen,W,A35-A59,1,0,1,0
31,2020-02-27T00:00:00.000Z,Nordrhein-Westfalen,W,A35-A59,6,0,7,0
46,2020-02-28T00:00:00.000Z,Nordrhein-Westfalen,W,A35-A59,5,0,12,0
58,2020-02-29T00:00:00.000Z,Nordrhein-Westfalen,W,A35-A59,2,0,14,0
75,2020-03-01T00:00:00.000Z,Nordrhein-Westfalen,W,A35-A59,4,0,18,0
93,2020-03-02T00:00:00.000Z,Nordrhein-Westfalen,W,A35-A59,2,0,20,0
123,2020-03-03T00:00:00.000Z,Nordrhein-Westfalen,W,A35-A59,3,0,23,0
155,2020-03-04T00:00:00.000Z,Nordrhein-Westfalen,W,A35-A59,19,0,42,0
198,2020-03-05T00:00:00.000Z,Nordrhein-Westfalen,W,A35-A59,16,0,58,0
236,2020-03-06T00:00:00.000Z,Nordrhein-Westfalen,W,A35-A59,11,0,69,0
274,2020-03-07T00:00:00.000Z,Nordrhein-Westfalen,W,A35-A59,11,0,80,0
310,2020-03-08T00:00:00.000Z,Nordrhein-Westfalen,W,A35-A59,6,0,86,0
376,2020-03-09T00:00:00.000Z,Nordrhein-Westfalen,W,A35-A59,19,0,105,0
453,2020-03-10T00:00:00.000Z,Nordrhein-Westfalen,W,A35-A59,32,0,137,0
555,2020-03-11T00:00:00.000Z,Nordrhein-Westfalen,W,A35-A59,40,0,177,0
653,2020-03-12T00:00:00.000Z,Nordrhein-Westfalen,W,A35-A59,58,0,235,0
773,2020-03-13T00:00:00.000Z,Nordrhein-Westfalen,W,A35-A59,83,0,318,0
881,2020-03-14T00:00:00.000Z,Nordrhein-Westfalen,W,A35-A59,81,0,399,0
978,2020-03-15T00:00:00.000Z,Nordrhein-Westfalen,W,A35-A59,61,0,460,0
1100,2020-03-16T00:00:00.000Z,Nordrhein-Westfalen,W,A35-A59,148,0,608,0
1240,2020-03-17T00:00:00.000Z,Nordrhein-Westfalen,W,A35-A59,152,0,760,0
1387,2020-03-18T00:00:00.000Z,Nordrhein-Westfalen,W,A35-A59,77,0,837,0
29,2020-02-27T00:00:00.000Z,Nordrhein-Westfalen,W,A05-A14,1,0,1,0
44,2020-02-28T00:00:00.000Z,Nordrhein-Westfalen,W,A05-A14,1,0,2,0
153,2020-03-04T00:00:00.000Z,Nordrhein-Westfalen,W,A05-A14,3,0,5,0
196,2020-03-05T00:00:00.000Z,Nordrhein-Westfalen,W,A05-A14,2,0,7,0
272,2020-03-07T00:00:00.000Z,Nordrhein-Westfalen,W,A05-A14,1,0,8,0
308,2020-03-08T00:00:00.000Z,Nordrhein-Westfalen,W,A05-A14,1,0,9,0
374,2020-03-09T00:00:00.000Z,Nordrhein-Westfalen,W,A05-A14,2,0,11,0
451,2020-03-10T00:00:00.000Z,Nordrhein-Westfalen,W,A05-A14,1,0,12,0
771,2020-03-13T00:00:00.000Z,Nordrhein-Westfalen,W,A05-A14,3,0,15,0
879,2020-03-14T00:00:00.000Z,Nordrhein-Westfalen,W,A05-A14,4,0,19,0
1098,2020-03-16T00:00:00.000Z,Nordrhein-Westfalen,W,A05-A14,4,0,23,0
1238,2020-03-17T00:00:00.000Z,Nordrhein-Westfalen,W,A05-A14,2,0,25,0
30,2020-02-27T00:00:00.000Z,Nordrhein-Westfalen,W,A15-A34,3,0,3,0
45,2020-02-28T00:00:00.000Z,Nordrhein-Westfalen,W,A15-A34,9,0,12,0
57,2020-02-29T00:00:00.000Z,Nordrhein-Westfalen,W,A15-A34,2,0,14,0
74,2020-03-01T00:00:00.000Z,Nordrhein-Westfalen,W,A15-A34,9,0,23,0
92,2020-03-02T00:00:00.000Z,Nordrhein-Westfalen,W,A15-A34,3,0,26,0
122,2020-03-03T00:00:00.000Z,Nordrhein-Westfalen,W,A15-A34,4,0,30,0
154,2020-03-04T00:00:00.000Z,Nordrhein-Westfalen,W,A15-A34,18,0,48,0
197,2020-03-05T00:00:00.000Z,Nordrhein-Westfalen,W,A15-A34,15,0,63,0
235,2020-03-06T00:00:00.000Z,Nordrhein-Westfalen,W,A15-A34,9,0,72,0
273,2020-03-07T00:00:00.000Z,Nordrhein-Westfalen,W,A15-A34,17,0,89,0
309,2020-03-08T00:00:00.000Z,Nordrhein-Westfalen,W,A15-A34,3,0,92,0
375,2020-03-09T00:00:00.000Z,Nordrhein-Westfalen,W,A15-A34,9,0,101,0
452,2020-03-10T00:00:00.000Z,Nordrhein-Westfalen,W,A15-A34,14,0,115,0
554,2020-03-11T00:00:00.000Z,Nordrhein-Westfalen,W,A15-A34,21,0,136,0
652,2020-03-12T00:00:00.000Z,Nordrhein-Westfalen,W,A15-A34,23,0,159,0
772,2020-03-13T00:00:00.000Z,Nordrhein-Westfalen,W,A15-A34,44,0,203,0
880,2020-03-14T00:00:00.000Z,Nordrhein-Westfalen,W,A15-A34,32,0,235,0
977,2020-03-15T00:00:00.000Z,Nordrhein-Westfalen,W,A15-A34,20,0,255,0
1099,2020-03-16T00:00:00.000Z,Nordrhein-Westfalen,W,A15-A34,38,0,293,0
1239,2020-03-17T00:00:00.000Z,Nordrhein-Westfalen,W,A15-A34,70,0,363,0
1386,2020-03-18T00:00:00.000Z,Nordrhein-Westfalen,W,A15-A34,41,0,404,0
32,2020-02-27T00:00:00.000Z,Nordrhein-Westfalen,W,A60-A79,1,0,1,0
47,2020-02-28T00:00:00.000Z,Nordrhein-Westfalen,W,A60-A79,1,0,2,0
59,2020-02-29T00:00:00.000Z,Nordrhein-Westfalen,W,A60-A79,1,0,3,0
76,2020-03-01T00:00:00.000Z,Nordrhein-Westfalen,W,A60-A79,1,0,4,0
94,2020-03-02T00:00:00.000Z,Nordrhein-Westfalen,W,A60-A79,2,0,6,0
124,2020-03-03T00:00:00.000Z,Nordrhein-Westfalen,W,A60-A79,2,0,8,0
199,2020-03-05T00:00:00.000Z,Nordrhein-Westfalen,W,A60-A79,6,0,14,0
237,2020-03-06T00:00:00.000Z,Nordrhein-Westfalen,W,A60-A79,4,0,18,0
275,2020-03-07T00:00:00.000Z,Nordrhein-Westfalen,W,A60-A79,6,1,24,1
311,2020-03-08T00:00:00.000Z,Nordrhein-Westfalen,W,A60-A79,1,0,25,1
377,2020-03-09T00:00:00.000Z,Nordrhein-Westfalen,W,A60-A79,5,0,30,1
454,2020-03-10T00:00:00.000Z,Nordrhein-Westfalen,W,A60-A79,10,0,40,1
556,2020-03-11T00:00:00.000Z,Nordrhein-Westfalen,W,A60-A79,12,0,52,1
654,2020-03-12T00:00:00.000Z,Nordrhein-Westfalen,W,A60-A79,22,0,74,1
774,2020-03-13T00:00:00.000Z,Nordrhein-Westfalen,W,A60-A79,23,0,97,1
882,2020-03-14T00:00:00.000Z,Nordrhein-Westfalen,W,A60-A79,7,0,104,1
979,2020-03-15T00:00:00.000Z,Nordrhein-Westfalen,W,A60-A79,12,0,116,1
1101,2020-03-16T00:00:00.000Z,Nordrhein-Westfalen,W,A60-A79,32,0,148,1
1241,2020-03-17T00:00:00.000Z,Nordrhein-Westfalen,W,A60-A79,39,0,187,1
1388,2020-03-18T00:00:00.000Z,Nordrhein-Westfalen,W,A60-A79,23,0,210,1
43,2020-02-28T00:00:00.000Z,Nordrhein-Westfalen,W,A00-A04,2,0,2,0
195,2020-03-05T00:00:00.000Z,Nordrhein-Westfalen,W,A00-A04,1,0,3,0
553,2020-03-11T00:00:00.000Z,Nordrhein-Westfalen,W,A00-A04,1,0,4,0
651,2020-03-12T00:00:00.000Z,Nordrhein-Westfalen,W,A00-A04,1,0,5,0
976,2020-03-15T00:00:00.000Z,Nordrhein-Westfalen,W,A00-A04,1,0,6,0
1385,2020-03-18T00:00:00.000Z,Nordrhein-Westfalen,W,A00-A04,1,0,7,0
276,2020-03-07T00:00:00.000Z,Nordrhein-Westfalen,W,A80+,1,1,1,1
312,2020-03-08T00:00:00.000Z,Nordrhein-Westfalen,W,A80+,1,0,2,1
455,2020-03-10T00:00:00.000Z,Nordrhein-Westfalen,W,A80+,2,0,4,1
557,2020-03-11T00:00:00.000Z,Nordrhein-Westfalen,W,A80+,2,0,6,1
655,2020-03-12T00:00:00.000Z,Nordrhein-Westfalen,W,A80+,2,0,8,1
775,2020-03-13T00:00:00.000Z,Nordrhein-Westfalen,W,A80+,5,2,13,3
883,2020-03-14T00:00:00.000Z,Nordrhein-Westfalen,W,A80+,1,0,14,3
980,2020-03-15T00:00:00.000Z,Nordrhein-Westfalen,W,A80+,2,0,16,3
1102,2020-03-16T00:00:00.000Z,Nordrhein-Westfalen,W,A80+,9,0,25,3
1242,2020-03-17T00:00:00.000Z,Nordrhein-Westfalen,W,A80+,6,0,31,3
1389,2020-03-18T00:00:00.000Z,Nordrhein-Westfalen,W,A80+,7,0,38,3
776,2020-03-13T00:00:00.000Z,Nordrhein-Westfalen,W,unbekannt,1,0,1,0
656,2020-03-12T00:00:00.000Z,Nordrhein-Westfalen,unbekannt,A15-A34,1,0,1,0
1390,2020-03-18T00:00:00.000Z,Nordrhein-Westfalen,unbekannt,A15-A34,2,0,3,0
884,2020-03-14T00:00:00.000Z,Nordrhein-Westfalen,unbekannt,unbekannt,2,0,2,0
981,2020-03-15T00:00:00.000Z,Nordrhein-Westfalen,unbekannt,unbekannt,1,0,3,0
1103,2020-03-16T00:00:00.000Z,Nordrhein-Westfalen,unbekannt,unbekannt,4,0,7,0
1243,2020-03-17T00:00:00.000Z,Nordrhein-Westfalen,unbekannt,unbekannt,7,0,14,0
38,2020-02-28T00:00:00.000Z,Hessen,W,A15-A34,1,0,1,0
184,2020-03-05T00:00:00.000Z,Hessen,W,A15-A34,1,0,2,0
439,2020-03-10T00:00:00.000Z,Hessen,W,A15-A34,1,0,3,0
534,2020-03-11T00:00:00.000Z,Hessen,W,A15-A34,4,0,7,0
633,2020-03-12T00:00:00.000Z,Hessen,W,A15-A34,2,0,9,0
751,2020-03-13T00:00:00.000Z,Hessen,W,A15-A34,5,0,14,0
862,2020-03-14T00:00:00.000Z,Hessen,W,A15-A34,8,0,22,0
960,2020-03-15T00:00:00.000Z,Hessen,W,A15-A34,3,0,25,0
1071,2020-03-16T00:00:00.000Z,Hessen,W,A15-A34,12,0,37,0
1209,2020-03-17T00:00:00.000Z,Hessen,W,A15-A34,24,0,61,0
1352,2020-03-18T00:00:00.000Z,Hessen,W,A15-A34,18,0,79,0
1515,2020-03-19T00:00:00.000Z,Hessen,W,A15-A34,15,0,94,0
1641,2020-03-20T00:00:00.000Z,Hessen,W,A15-A34,13,0,107,0
69,2020-03-01T00:00:00.000Z,Hessen,W,A35-A59,1,0,1,0
112,2020-03-03T00:00:00.000Z,Hessen,W,A35-A59,2,0,3,0
185,2020-03-05T00:00:00.000Z,Hessen,W,A35-A59,2,0,5,0
263,2020-03-07T00:00:00.000Z,Hessen,W,A35-A59,1,0,6,0
360,2020-03-09T00:00:00.000Z,Hessen,W,A35-A59,12,0,18,0
440,2020-03-10T00:00:00.000Z,Hessen,W,A35-A59,6,0,24,0
535,2020-03-11T00:00:00.000Z,Hessen,W,A35-A59,8,0,32,0
634,2020-03-12T00:00:00.000Z,Hessen,W,A35-A59,9,0,41,0
752,2020-03-13T00:00:00.000Z,Hessen,W,A35-A59,18,0,59,0
863,2020-03-14T00:00:00.000Z,Hessen,W,A35-A59,15,0,74,0
961,2020-03-15T00:00:00.000Z,Hessen,W,A35-A59,7,0,81,0
1072,2020-03-16T00:00:00.000Z,Hessen,W,A35-A59,25,0,106,0
1210,2020-03-17T00:00:00.000Z,Hessen,W,A35-A59,39,0,145,0
1353,2020-03-18T00:00:00.000Z,Hessen,W,A35-A59,48,0,193,0
1516,2020-03-19T00:00:00.000Z,Hessen,W,A35-A59,43,0,236,0
1642,2020-03-20T00:00:00.000Z,Hessen,W,A35-A59,30,0,266,0
186,2020-03-05T00:00:00.000Z,Hessen,W,A60-A79,1,0,1,0
264,2020-03-07T00:00:00.000Z,Hessen,W,A60-A79,1,0,2,0
361,2020-03-09T00:00:00.000Z,Hessen,W,A60-A79,1,0,3,0
536,2020-03-11T00:00:00.000Z,Hessen,W,A60-A79,2,0,5,0
635,2020-03-12T00:00:00.000Z,Hessen,W,A60-A79,1,0,6,0
753,2020-03-13T00:00:00.000Z,Hessen,W,A60-A79,6,0,12,0
864,2020-03-14T00:00:00.000Z,Hessen,W,A60-A79,4,0,16,0
1073,2020-03-16T00:00:00.000Z,Hessen,W,A60-A79,8,0,24,0
1211,2020-03-17T00:00:00.000Z,Hessen,W,A60-A79,5,0,29,0
1354,2020-03-18T00:00:00.000Z,Hessen,W,A60-A79,12,0,41,0
1517,2020-03-19T00:00:00.000Z,Hessen,W,A60-A79,10,0,51,0
1643,2020-03-20T00:00:00.000Z,Hessen,W,A60-A79,4,0,55,0
754,2020-03-13T00:00:00.000Z,Hessen,W,A80+,1,0,1,0
1074,2020-03-16T00:00:00.000Z,Hessen,W,A80+,1,0,2,0
1644,2020-03-20T00:00:00.000Z,Hessen,W,A80+,2,1,4,1
1070,2020-03-16T00:00:00.000Z,Hessen,W,A05-A14,1,0,1,0
1208,2020-03-17T00:00:00.000Z,Hessen,W,A05-A14,3,0,4,0
1351,2020-03-18T00:00:00.000Z,Hessen,W,A05-A14,1,0,5,0
1514,2020-03-19T00:00:00.000Z,Hessen,W,A05-A14,3,0,8,0
1640,2020-03-20T00:00:00.000Z,Hessen,W,A05-A14,1,0,9,0
1075,2020-03-16T00:00:00.000Z,Hessen,W,unbekannt,1,0,1,0
1212,2020-03-17T00:00:00.000Z,Hessen,W,unbekannt,1,0,2,0
1355,2020-03-18T00:00:00.000Z,Hessen,W,unbekannt,1,0,3,0
1513,2020-03-19T00:00:00.000Z,Hessen,W,A00-A04,1,0,1,0
67,2020-03-01T00:00:00.000Z,Hessen,M,A15-A34,2,0,2,0
88,2020-03-02T00:00:00.000Z,Hessen,M,A15-A34,4,0,6,0
358,2020-03-09T00:00:00.000Z,Hessen,M,A15-A34,2,0,8,0
436,2020-03-10T00:00:00.000Z,Hessen,M,A15-A34,2,0,10,0
531,2020-03-11T00:00:00.000Z,Hessen,M,A15-A34,3,0,13,0
630,2020-03-12T00:00:00.000Z,Hessen,M,A15-A34,3,0,16,0
747,2020-03-13T00:00:00.000Z,Hessen,M,A15-A34,2,0,18,0
859,2020-03-14T00:00:00.000Z,Hessen,M,A15-A34,6,0,24,0
958,2020-03-15T00:00:00.000Z,Hessen,M,A15-A34,1,0,25,0
1067,2020-03-16T00:00:00.000Z,Hessen,M,A15-A34,13,0,38,0
1204,2020-03-17T00:00:00.000Z,Hessen,M,A15-A34,19,0,57,0
1347,2020-03-18T00:00:00.000Z,Hessen,M,A15-A34,34,0,91,0
1508,2020-03-19T00:00:00.000Z,Hessen,M,A15-A34,23,0,114,0
1636,2020-03-20T00:00:00.000Z,Hessen,M,A15-A34,21,0,135,0
68,2020-03-01T00:00:00.000Z,Hessen,M,A35-A59,1,0,1,0
144,2020-03-04T00:00:00.000Z,Hessen,M,A35-A59,1,0,2,0
226,2020-03-06T00:00:00.000Z,Hessen,M,A35-A59,1,0,3,0
262,2020-03-07T00:00:00.000Z,Hessen,M,A35-A59,1,0,4,0
359,2020-03-09T00:00:00.000Z,Hessen,M,A35-A59,5,0,9,0
437,2020-03-10T00:00:00.000Z,Hessen,M,A35-A59,5,0,14,0
532,2020-03-11T00:00:00.000Z,Hessen,M,A35-A59,11,0,25,0
631,2020-03-12T00:00:00.000Z,Hessen,M,A35-A59,17,0,42,0
748,2020-03-13T00:00:00.000Z,Hessen,M,A35-A59,29,0,71,0
860,2020-03-14T00:00:00.000Z,Hessen,M,A35-A59,34,0,105,0
959,2020-03-15T00:00:00.000Z,Hessen,M,A35-A59,13,0,118,0
1068,2020-03-16T00:00:00.000Z,Hessen,M,A35-A59,48,0,166,0
1205,2020-03-17T00:00:00.000Z,Hessen,M,A35-A59,45,0,211,0
1348,2020-03-18T00:00:00.000Z,Hessen,M,A35-A59,69,0,280,0
1509,2020-03-19T00:00:00.000Z,Hessen,M,A35-A59,57,0,337,0
1637,2020-03-20T00:00:00.000Z,Hessen,M,A35-A59,46,0,383,0
438,2020-03-10T00:00:00.000Z,Hessen,M,A60-A79,1,0,1,0
533,2020-03-11T00:00:00.000Z,Hessen,M,A60-A79,5,0,6,0
632,2020-03-12T00:00:00.000Z,Hessen,M,A60-A79,4,0,10,0
749,2020-03-13T00:00:00.000Z,Hessen,M,A60-A79,5,0,15,0
861,2020-03-14T00:00:00.000Z,Hessen,M,A60-A79,5,0,20,0
1069,2020-03-16T00:00:00.000Z,Hessen,M,A60-A79,6,0,26,0
1206,2020-03-17T00:00:00.000Z,Hessen,M,A60-A79,15,0,41,0
1349,2020-03-18T00:00:00.000Z,Hessen,M,A60-A79,11,1,52,1
1510,2020-03-19T00:00:00.000Z,Hessen,M,A60-A79,25,0,77,1
1638,2020-03-20T00:00:00.000Z,Hessen,M,A60-A79,18,0,95,1
530,2020-03-11T00:00:00.000Z,Hessen,M,A05-A14,1,0,1,0
746,2020-03-13T00:00:00.000Z,Hessen,M,A05-A14,1,0,2,0
1066,2020-03-16T00:00:00.000Z,Hessen,M,A05-A14,1,0,3,0
1203,2020-03-17T00:00:00.000Z,Hessen,M,A05-A14,1,0,4,0
1346,2020-03-18T00:00:00.000Z,Hessen,M,A05-A14,2,0,6,0
1507,2020-03-19T00:00:00.000Z,Hessen,M,A05-A14,2,0,8,0
750,2020-03-13T00:00:00.000Z,Hessen,M,A80+,1,0,1,0
1207,2020-03-17T00:00:00.000Z,Hessen,M,A80+,2,0,3,0
1511,2020-03-19T00:00:00.000Z,Hessen,M,A80+,1,0,4,0
1639,2020-03-20T00:00:00.000Z,Hessen,M,A80+,2,0,6,0
1065,2020-03-16T00:00:00.000Z,Hessen,M,A00-A04,1,0,1,0
1202,2020-03-17T00:00:00.000Z,Hessen,M,A00-A04,1,0,2,0
1350,2020-03-18T00:00:00.000Z,Hessen,M,unbekannt,1,0,1,0
1512,2020-03-19T00:00:00.000Z,Hessen,M,unbekannt,1,0,2,0
1213,2020-03-17T00:00:00.000Z,Hessen,unbekannt,unbekannt,1,0,1,0
1358,2020-03-18T00:00:00.000Z,Hessen,unbekannt,unbekannt,1,0,2,0
1356,2020-03-18T00:00:00.000Z,Hessen,unbekannt,A15-A34,1,0,1,0
1357,2020-03-18T00:00:00.000Z,Hessen,unbekannt,A35-A59,1,0,1,0
48,2020-02-28T00:00:00.000Z,Rheinland-Pfalz,M,A15-A34,1,0,1,0
60,2020-02-29T00:00:00.000Z,Rheinland-Pfalz,M,A15-A34,1,0,2,0
125,2020-03-03T00:00:00.000Z,Rheinland-Pfalz,M,A15-A34,1,0,3,0
456,2020-03-10T00:00:00.000Z,Rheinland-Pfalz,M,A15-A34,2,0,5,0
558,2020-03-11T00:00:00.000Z,Rheinland-Pfalz,M,A15-A34,5,0,10,0
658,2020-03-12T00:00:00.000Z,Rheinland-Pfalz,M,A15-A34,6,0,16,0
777,2020-03-13T00:00:00.000Z,Rheinland-Pfalz,M,A15-A34,9,0,25,0
885,2020-03-14T00:00:00.000Z,Rheinland-Pfalz,M,A15-A34,5,0,30,0
983,2020-03-15T00:00:00.000Z,Rheinland-Pfalz,M,A15-A34,9,0,39,0
1105,2020-03-16T00:00:00.000Z,Rheinland-Pfalz,M,A15-A34,14,0,53,0
1245,2020-03-17T00:00:00.000Z,Rheinland-Pfalz,M,A15-A34,27,0,80,0
1392,2020-03-18T00:00:00.000Z,Rheinland-Pfalz,M,A15-A34,18,0,98,0
1536,2020-03-19T00:00:00.000Z,Rheinland-Pfalz,M,A15-A34,14,0,112,0
1658,2020-03-20T00:00:00.000Z,Rheinland-Pfalz,M,A15-A34,7,0,119,0
156,2020-03-04T00:00:00.000Z,Rheinland-Pfalz,M,A35-A59,1,0,1,0
313,2020-03-08T00:00:00.000Z,Rheinland-Pfalz,M,A35-A59,1,0,2,0
378,2020-03-09T00:00:00.000Z,Rheinland-Pfalz,M,A35-A59,3,0,5,0
457,2020-03-10T00:00:00.000Z,Rheinland-Pfalz,M,A35-A59,6,0,11,0
559,2020-03-11T00:00:00.000Z,Rheinland-Pfalz,M,A35-A59,11,0,22,0
659,2020-03-12T00:00:00.000Z,Rheinland-Pfalz,M,A35-A59,25,0,47,0
778,2020-03-13T00:00:00.000Z,Rheinland-Pfalz,M,A35-A59,22,0,69,0
886,2020-03-14T00:00:00.000Z,Rheinland-Pfalz,M,A35-A59,20,0,89,0
984,2020-03-15T00:00:00.000Z,Rheinland-Pfalz,M,A35-A59,38,0,127,0
1106,2020-03-16T00:00:00.000Z,Rheinland-Pfalz,M,A35-A59,35,0,162,0
1246,2020-03-17T00:00:00.000Z,Rheinland-Pfalz,M,A35-A59,53,0,215,0
1393,2020-03-18T00:00:00.000Z,Rheinland-Pfalz,M,A35-A59,49,0,264,0
1537,2020-03-19T00:00:00.000Z,Rheinland-Pfalz,M,A35-A59,33,0,297,0
1659,2020-03-20T00:00:00.000Z,Rheinland-Pfalz,M,A35-A59,28,0,325,0
277,2020-03-07T00:00:00.000Z,Rheinland-Pfalz,M,A60-A79,2,0,2,0
379,2020-03-09T00:00:00.000Z,Rheinland-Pfalz,M,A60-A79,2,0,4,0
458,2020-03-10T00:00:00.000Z,Rheinland-Pfalz,M,A60-A79,4,0,8,0
560,2020-03-11T00:00:00.000Z,Rheinland-Pfalz,M,A60-A79,4,0,12,0
660,2020-03-12T00:00:00.000Z,Rheinland-Pfalz,M,A60-A79,5,0,17,0
779,2020-03-13T00:00:00.000Z,Rheinland-Pfalz,M,A60-A79,1,0,18,0
887,2020-03-14T00:00:00.000Z,Rheinland-Pfalz,M,A60-A79,3,0,21,0
985,2020-03-15T00:00:00.000Z,Rheinland-Pfalz,M,A60-A79,9,0,30,0
1107,2020-03-16T00:00:00.000Z,Rheinland-Pfalz,M,A60-A79,10,0,40,0
1247,2020-03-17T00:00:00.000Z,Rheinland-Pfalz,M,A60-A79,14,0,54,0
1394,2020-03-18T00:00:00.000Z,Rheinland-Pfalz,M,A60-A79,13,0,67,0
1538,2020-03-19T00:00:00.000Z,Rheinland-Pfalz,M,A60-A79,10,0,77,0
1660,2020-03-20T00:00:00.000Z,Rheinland-Pfalz,M,A60-A79,4,0,81,0
657,2020-03-12T00:00:00.000Z,Rheinland-Pfalz,M,A00-A04,1,0,1,0
1244,2020-03-17T00:00:00.000Z,Rheinland-Pfalz,M,A00-A04,1,0,2,0
1391,2020-03-18T00:00:00.000Z,Rheinland-Pfalz,M,A00-A04,2,0,4,0
780,2020-03-13T00:00:00.000Z,Rheinland-Pfalz,M,unbekannt,1,0,1,0
1249,2020-03-17T00:00:00.000Z,Rheinland-Pfalz,M,unbekannt,1,0,2,0
1661,2020-03-20T00:00:00.000Z,Rheinland-Pfalz,M,unbekannt,1,0,3,0
982,2020-03-15T00:00:00.000Z,Rheinland-Pfalz,M,A05-A14,1,0,1,0
1104,2020-03-16T00:00:00.000Z,Rheinland-Pfalz,M,A05-A14,1,0,2,0
986,2020-03-15T00:00:00.000Z,Rheinland-Pfalz,M,A80+,1,0,1,0
1248,2020-03-17T00:00:00.000Z,Rheinland-Pfalz,M,A80+,2,0,3,0
1395,2020-03-18T00:00:00.000Z,Rheinland-Pfalz,M,A80+,1,0,4,0
1539,2020-03-19T00:00:00.000Z,Rheinland-Pfalz,M,A80+,4,0,8,0
157,2020-03-04T00:00:00.000Z,Rheinland-Pfalz,W,A15-A34,1,0,1,0
238,2020-03-06T00:00:00.000Z,Rheinland-Pfalz,W,A15-A34,1,0,2,0
561,2020-03-11T00:00:00.000Z,Rheinland-Pfalz,W,A15-A34,2,0,4,0
661,2020-03-12T00:00:00.000Z,Rheinland-Pfalz,W,A15-A34,6,0,10,0
781,2020-03-13T00:00:00.000Z,Rheinland-Pfalz,W,A15-A34,7,0,17,0
888,2020-03-14T00:00:00.000Z,Rheinland-Pfalz,W,A15-A34,4,0,21,0
988,2020-03-15T00:00:00.000Z,Rheinland-Pfalz,W,A15-A34,6,0,27,0
1109,2020-03-16T00:00:00.000Z,Rheinland-Pfalz,W,A15-A34,14,0,41,0
1251,2020-03-17T00:00:00.000Z,Rheinland-Pfalz,W,A15-A34,15,0,56,0
1396,2020-03-18T00:00:00.000Z,Rheinland-Pfalz,W,A15-A34,19,0,75,0
1542,2020-03-19T00:00:00.000Z,Rheinland-Pfalz,W,A15-A34,16,0,91,0
1662,2020-03-20T00:00:00.000Z,Rheinland-Pfalz,W,A15-A34,14,0,105,0
158,2020-03-04T00:00:00.000Z,Rheinland-Pfalz,W,A35-A59,1,0,1,0
200,2020-03-05T00:00:00.000Z,Rheinland-Pfalz,W,A35-A59,1,0,2,0
315,2020-03-08T00:00:00.000Z,Rheinland-Pfalz,W,A35-A59,1,0,3,0
381,2020-03-09T00:00:00.000Z,Rheinland-Pfalz,W,A35-A59,1,0,4,0
459,2020-03-10T00:00:00.000Z,Rheinland-Pfalz,W,A35-A59,3,0,7,0
562,2020-03-11T00:00:00.000Z,Rheinland-Pfalz,W,A35-A59,6,0,13,0
662,2020-03-12T00:00:00.000Z,Rheinland-Pfalz,W,A35-A59,12,0,25,0
782,2020-03-13T00:00:00.000Z,Rheinland-Pfalz,W,A35-A59,17,0,42,0
889,2020-03-14T00:00:00.000Z,Rheinland-Pfalz,W,A35-A59,14,0,56,0
989,2020-03-15T00:00:00.000Z,Rheinland-Pfalz,W,A35-A59,17,0,73,0
1110,2020-03-16T00:00:00.000Z,Rheinland-Pfalz,W,A35-A59,27,0,100,0
1252,2020-03-17T00:00:00.000Z,Rheinland-Pfalz,W,A35-A59,34,0,134,0
1397,2020-03-18T00:00:00.000Z,Rheinland-Pfalz,W,A35-A59,39,0,173,0
1543,2020-03-19T00:00:00.000Z,Rheinland-Pfalz,W,A35-A59,24,0,197,0
1663,2020-03-20T00:00:00.000Z,Rheinland-Pfalz,W,A35-A59,10,0,207,0
159,2020-03-04T00:00:00.000Z,Rheinland-Pfalz,W,A60-A79,1,0,1,0
239,2020-03-06T00:00:00.000Z,Rheinland-Pfalz,W,A60-A79,1,0,2,0
460,2020-03-10T00:00:00.000Z,Rheinland-Pfalz,W,A60-A79,1,0,3,0
663,2020-03-12T00:00:00.000Z,Rheinland-Pfalz,W,A60-A79,2,0,5,0
890,2020-03-14T00:00:00.000Z,Rheinland-Pfalz,W,A60-A79,2,0,7,0
990,2020-03-15T00:00:00.000Z,Rheinland-Pfalz,W,A60-A79,9,0,16,0
1111,2020-03-16T00:00:00.000Z,Rheinland-Pfalz,W,A60-A79,6,0,22,0
1253,2020-03-17T00:00:00.000Z,Rheinland-Pfalz,W,A60-A79,12,0,34,0
1398,2020-03-18T00:00:00.000Z,Rheinland-Pfalz,W,A60-A79,10,0,44,0
1544,2020-03-19T00:00:00.000Z,Rheinland-Pfalz,W,A60-A79,7,0,51,0
1664,2020-03-20T00:00:00.000Z,Rheinland-Pfalz,W,A60-A79,2,0,53,0
314,2020-03-08T00:00:00.000Z,Rheinland-Pfalz,W,A05-A14,1,0,1,0
1108,2020-03-16T00:00:00.000Z,Rheinland-Pfalz,W,A05-A14,1,0,2,0
1541,2020-03-19T00:00:00.000Z,Rheinland-Pfalz,W,A05-A14,1,0,3,0
380,2020-03-09T00:00:00.000Z,Rheinland-Pfalz,W,A00-A04,1,0,1,0
987,2020-03-15T00:00:00.000Z,Rheinland-Pfalz,W,A00-A04,1,0,2,0
